id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700061,Barbara Brown,2.954985741857143,South Asian,43,34.333650180952375,168281,34.07733211412996,-112.46814955135069,3.418768108,3.276449029,2.810280007,2.69341491,2.611587005,2.597053362,2.80719533,3.522955926,2.481661261,2.837576745,2.56697796,3.09608345,3.594309983,3.549734798,3.671298242,3.86638842,2.903575041,2.84386608,3.550371269,2.636992581,2.449902027,2.63810859,2.495253349,2.352334447,2.825885409,3.097100506,2.952856719,2.591620218
700062,Stephanie Miller,1.8139813645357143,Black,75,59.68930301031746,75250,35.93790780473817,-112.22177361268967,2.392842351,2.038291228,1.812757783,1.924091903,1.914093224,2.552847268,1.970434461,1.901264416,1.778517993,1.584018755,2.028874825,2.027320799,1.00190707,1.045986137,2.181810276,1.180558018,1.671426946,1.985082512,2.093877513,1.515007125,2.338936647,1.631170964,1.20891459,1.10177043,2.182921937,1.612068325,1.617460932,2.497223779
700063,Michael Hill,2.5095540141428567,White,81,44.23213301904762,300611,35.42115346605685,-112.14497781421903,3.12334962,2.75213658,2.932003014,2.365890463,3.031694308,2.333232704,2.82145936,2.535557908,3.127254509,2.396905672,2.323999095,2.328837326,2.465426557,2.556520457,2.413086702,2.812544349,1.954918279,1.994261201,1.857037176,1.997002124,1.854787709,1.39170503,2.883288163,2.704366759,3.446205306,3.351893037,2.274265406,2.237883582
700064,Angela Allen,4.045971543928571,East Asian,85,10.089521246031751,156800,33.992940074248274,-111.02361527112127,4.052715207,3.586634241,3.965825491,3.510228052,4.295795071,3.59348069,4.128796282,3.735182763,3.744250936,3.617292951,3.923806135,4.043140501,3.582841354,3.862780628,3.87688162,3.822713108,3.708396731,4.409360038,4.261142213,5.14223442,4.32877202,4.735104499,4.781840525,4.317163729,3.653758654,4.116294384,4.350741659,4.140029328
700065,Laurie Leon,3.314609935821428,Black,42,26.342001426190492,94539,34.7145077611813,-112.34650180698739,2.973325977,2.324098702,3.242198422,2.835985116,3.005739318,3.373784267,2.963215787,3.082939264,2.673890447,3.64788641,3.84639587,3.610187304,3.428738599,3.808885694,3.529880548,3.579491274,3.37617566,3.255488912,3.762905441,3.428347307,2.957078633,3.514761026,3.110508817,2.998307823,3.314349529,3.72677186,3.840916169,3.596824027
700066,Chad Williams,0.8218643511785712,Hispanic,97,81.7363477515873,409037,34.13391128610519,-111.05437623713563,1.455055006,1.00252632,0.649594912,1.186256963,1.546661766,1.325261913,1.047800749,1.19357668,1.4635915,1.008750586,0.95889753,1.15777731,0.875618567,0.184221971,0.252588696,-0.01093031,0.975139251,0.520362444,0.666758442,-0.350527044,0.801649481,0.585165417,0.645984577,0.449080261,1.185662101,0.827329105,0.274776718,1.133570921
700067,Connie Mcknight,2.7755501349285714,Hispanic,63,38.32110811269841,368724,35.11094010531787,-109.68221356342049,2.724932746,2.56469012,2.368425767,2.294014596,2.780553342,2.836363532,2.421674119,2.852150476,2.338270399,1.665206776,2.525572665,2.706904009,3.233020278,3.071619692,2.625492555,3.432894843,2.162161605,3.09190023,1.937137144,2.635363871,3.12480016,3.000463545,3.706876949,3.016319649,3.354389439,2.876008897,2.567319504,3.80087687
700068,Charles Lowery,4.053953631714285,East Asian,61,9.912141517460327,169550,34.792209376479406,-110.23949700271763,4.248468488,4.68371892,4.756324147,4.939949531,4.412009266,4.680528236,4.028478572,4.761033221,4.355397881,3.516088565,4.359025777,4.160397204,4.629983637,5.031006592,4.640857292,4.382718901,4.201051034,3.870033357,4.200860923,3.746075174,4.077262281,3.367338113,3.934810808,3.238689261,2.910356537,2.222234634,3.342284498,2.813718838
700069,Ana Lawrence,4.09490527717857,Hispanic,62,9.002104951587341,111481,34.44326282568146,-111.7719478618803,4.086609302,4.223091936,4.470768184,4.410307263,4.37085892,4.542088447,4.387570139,4.146272912,4.178431536,4.161243708,5.081923288,4.353893166,3.936533729,3.781414564,4.052882731,4.350979219,3.564049923,3.35098237,3.416379962,3.865571926,3.884825298,4.312944518,3.570155942,4.368363972,4.227550082,3.831808383,3.770681481,3.95916486
700070,Paula Marshall,1.66961094875,South Asian,49,62.89753447222222,424646,35.465116905081445,-109.2809382668161,1.088795563,1.541204489,1.438850019,1.57781146,1.963377133,1.741729425,1.81863664,1.80288469,1.869259216,2.083689051,2.490572933,1.662359241,1.814731658,1.401436602,2.189128888,1.584232814,1.961841842,1.76645447,1.716117812,1.682939363,2.171248607,1.965082412,1.601798387,1.382827897,1.535124522,1.131094904,1.023021463,0.742855064
700071,Kevin Reynolds,1.9506654273571435,East Asian,88,56.65187939206348,224881,35.43010199863327,-110.6956310651729,2.198421107,2.094508274,1.914579406,1.954390859,1.797819092,1.424251826,1.397635316,1.266149818,1.630600215,2.085691174,1.987269026,2.044673798,1.97629946,1.696702531,1.704842116,1.564692464,2.076409591,2.546592622,1.867706718,2.280350527,1.465564252,1.790179742,2.673610619,1.896502161,2.200181448,2.733029399,2.135559495,2.21441891
700072,Frank Smith DDS,2.4546269374999996,East Asian,9,45.45273472222223,9209,34.89007083140226,-109.83654887557253,2.63792098,3.233598151,2.954455473,2.991705585,2.698155252,2.419179662,2.38138746,2.34852556,1.686404756,1.716254128,2.291251146,2.38450564,2.278170173,1.718936193,2.538836552,2.466286718,3.091459073,2.731755589,2.109575059,2.049603766,2.347761251,2.448799327,1.317354324,1.955946926,2.632713423,2.628895611,3.617739991,3.052376481
700073,Melissa Phillips,2.8131769012142853,South Asian,17,37.484957750793654,440703,34.99764652341766,-110.1434676502736,2.770165109,2.639997367,2.748280025,2.792847656,2.851995781,2.830510206,2.798808458,2.846463862,3.474038127,2.689487463,3.158449237,3.080202935,3.021232967,2.593096985,3.25469771,3.544439006,2.405611103,2.313461761,2.176777146,2.38673343,2.588993485,3.295153495,3.244086027,2.860422413,3.07436148,2.304549616,2.205801128,2.818289256
700074,Sara Taylor,2.403533567357143,South Asian,7,46.58814294761905,45267,35.6540098875605,-112.2853588729643,2.751886775,2.625411169,1.8693242,2.526993668,3.138546805,3.452038445,3.183844815,2.974840938,3.334189262,3.134414149,2.986785738,2.670070788,1.766208724,1.916207107,1.80662995,1.567942203,2.132114103,1.916172634,1.282948457,1.58421157,2.075714086,2.321746748,2.18536459,2.027725337,2.012557394,2.029962996,2.680429903,3.344657332
700075,Tiffany Armstrong,2.4047072773571427,East Asian,79,46.56206050317461,435397,34.128742275748195,-110.21251930232911,2.994787699,3.172267077,3.134549689,2.912044881,1.928482348,2.1569172,2.836056729,2.705713572,1.779605768,1.821071932,1.993473833,1.6817469,2.379089623,1.945033284,3.010003267,2.453283915,3.028489833,2.697805317,2.672172965,2.707136158,2.28928794,1.63061932,1.60419997,2.199691788,2.241605663,2.52298037,2.600701836,2.232984889
700076,Taylor Kim,3.282473035964286,East Asian,19,27.056154756349187,107982,34.04155293274478,-111.05479897408559,3.19536279,3.412150152,2.973651921,3.408558476,2.864931039,2.364583398,3.619837866,3.176897116,3.589280924,3.448881877,3.015308529,3.098131872,3.292103933,2.306940633,3.174911278,3.666517223,4.005543296,3.958912696,4.119865613,3.467290729,3.393170162,2.798553528,3.999607804,3.461622749,2.790458694,2.583026736,2.780782871,3.942361102
700077,Natalie Andrews,3.057795090785714,Hispanic,27,32.04899798253969,20038,36.08671162949775,-109.34566268632321,3.269902453,3.602848647,3.047855631,3.119870816,2.812289988,2.801153386,3.457040984,3.412622813,3.001090197,3.258778405,2.714712233,2.747213582,2.807596396,2.93904879,2.183484581,2.722420182,3.501286904,3.123361018,2.992263659,3.364048344,3.231282117,3.961378967,3.893788995,3.266431268,2.455065433,2.44306104,2.23068832,3.257677393
700078,Justin Cox DVM,3.7619955898928574,South Asian,71,16.400098002380943,60408,33.9194273202946,-110.46148668145749,4.472554639,4.431447032,4.114865854,4.193571095,3.719490045,3.281910226,3.050074043,4.344143597,3.857999505,3.947379055,3.899661827,4.276943346,3.26016165,2.829869682,3.062963674,3.425218485,3.844775497,3.170467407,4.185368744,3.988852766,3.899966116,3.859335532,4.219135285,4.002117896,3.841135782,3.42630725,2.808134176,3.922026311
700079,Miss Gwendolyn Bradley,3.467218208392858,Black,65,22.950706480158715,281837,34.54994728263236,-112.26326106195016,3.668173718,3.333072162,3.472704382,3.420661258,3.007851689,3.61470002,3.693038371,3.589835826,3.205887612,2.931073409,3.326844626,2.709794381,3.2519599,3.771552205,3.580254827,3.322348316,3.173237382,3.458454072,3.609708214,3.515487816,3.545821008,3.659488713,4.153408466,3.819429668,3.606847569,3.413913101,3.754185936,3.472375188
700080,Paul Morgan,4.157923818142857,Black,58,7.601692930158734,491392,36.16191791625575,-109.98877073595948,4.457742895,4.055116014,4.579187096,4.418683744,4.372833931,3.98562896,4.312570735,4.60998778,4.533664926,4.179084601,4.193061337,4.498425084,4.181654522,4.567784625,4.247793761,4.804787073,3.622366104,3.507307384,4.436958709,3.813006588,3.405383394,3.631592906,3.925196694,3.637168422,4.182274881,3.566218734,4.301265552,4.395120456
700081,Zachary Peterson,3.090734576642858,White,72,31.317009407936496,281585,34.348247054769494,-109.2254943499112,2.882698372,2.720391687,1.850210394,2.311070197,2.576553298,2.758333794,3.543587853,3.120917567,3.079120589,3.562886536,2.963803626,3.598187484,2.997659963,2.877600277,3.031433456,2.835484278,3.102286312,2.798248952,3.459182112,3.003290229,2.840549574,3.424044434,3.356925746,3.513488526,3.698353907,4.187648378,3.366823577,3.079787028
700082,Jessica Palmer,3.1027818287499995,South Asian,30,31.049292694444446,233309,35.651513049641366,-111.98819123143517,3.09527982,3.000509035,2.917573009,3.380228637,3.217121636,2.686950798,3.345792229,3.366978366,2.632035295,2.834729376,3.181956168,3.331484463,3.957044816,3.828499037,3.603240973,2.955758081,2.54099804,2.812100696,2.593407428,2.001341315,3.35751632,2.816849005,3.504971781,3.328635517,3.243838041,2.824464323,3.143471358,3.375115642
700083,Jackie Rice,1.8679554740714284,South Asian,88,58.48987835396826,403549,35.66838647325828,-112.40124365883555,2.152516804,1.787361473,2.431763392,1.999158125,2.149811162,1.702901154,1.553485946,1.764314158,1.929413118,2.199830617,2.511753266,2.808359116,2.349970359,2.470125937,2.294221005,1.714742032,1.808181531,2.119368314,1.750637224,1.741685214,1.506291786,0.86887864,0.735678489,0.962832722,1.694268382,1.798282827,1.968824016,1.528096465
700084,Kimberly Torres,3.4666811126428567,White,1,22.96264194126985,146213,35.71235930778544,-109.60578105861995,3.354310092,3.415651451,3.705752813,3.534454769,3.65111464,3.599236254,3.58690333,4.074195769,3.449612015,3.310252659,3.740290474,3.306858937,3.60041206,2.397914731,3.126998417,3.345378166,3.235830656,2.946049308,3.49393701,3.494739857,3.234831064,3.116677757,3.615180462,3.365051958,3.961803842,3.467844687,3.73562639,4.200161586
700085,Michelle Gross,3.3908071736785717,Black,66,24.64872947380951,245687,35.1803638527306,-112.41952414070147,3.199204406,3.968984329,3.57034383,3.762916141,4.641083297,3.922925089,4.035837584,4.082465977,3.729519418,3.554835596,3.994980767,3.560737447,3.583568281,3.856018806,3.397737444,3.74414315,2.665228019,2.672158445,2.717659979,3.469835374,3.027504633,2.721864724,2.496720421,2.641818698,3.317745848,3.008166511,3.024875872,2.573720777
700086,Sherry Foster,5.024230061428573,White,10,-11.649556920634936,453722,34.244782057563654,-109.74656913614649,5.156953983,4.746544404,5.102480577,5.12457985,4.671042666,4.86765819,4.906416487,5.05632187,5.406292467,5.830782708,5.167787437,5.438873323,5.195603479,6.601617849,5.360620161,5.325331848,5.191143257,4.903760454,4.540938536,4.875776005,4.554617251,4.519572858,4.977284497,4.348884068,5.175706897,4.775616166,4.547580219,4.308654213
700087,Erica Solomon,3.168628113392857,East Asian,55,29.58604192460318,455674,35.696578362671275,-111.59636222674311,3.235923979,3.215595648,3.122797171,3.096351382,3.957676228,3.128953231,2.833356466,2.887645857,3.654093273,3.269807129,3.38556658,3.245844308,3.053676174,2.684931708,3.151711751,3.776239932,3.03646594,3.157362846,3.155654912,3.605422569,3.062701173,3.170988504,3.357297738,2.803327016,3.129789926,3.316030427,2.822574095,2.403801212
700088,Thomas Peterson,2.9920947747499995,White,98,33.509005005555565,177735,33.987820376627106,-109.98954235701645,3.186896726,3.259656033,3.199266904,3.311802588,3.204481966,3.252284375,2.895786643,3.035281432,3.633493387,3.708108367,3.552516037,3.063191301,3.708306639,2.590973086,2.707756675,3.23250973,2.343845176,2.401348372,2.612840061,2.397751697,2.798059502,2.69600953,3.005418474,3.125189979,2.770574799,2.524268556,2.862230429,2.698805229
700089,Timothy Elliott,2.2858101274285714,Hispanic,50,49.20421939047619,365404,34.08775974811021,-111.5146401773285,2.404310207,2.478206503,2.430327529,2.58495529,2.665944573,1.663492332,2.306933434,2.038891435,1.873984328,1.679256301,2.182061189,2.532564766,2.139865717,1.18379082,1.748936247,1.788830341,2.46195565,2.257561194,3.08741106,2.715821883,2.250460149,2.138848545,2.439267412,2.360622583,1.985143403,2.590647632,2.791787001,3.220806044
700090,Lisa Cook,2.7885211223214283,White,79,38.0328639484127,449321,33.605818024968286,-109.72833079646259,3.654167208,3.278551105,3.205257824,3.398643471,2.838147068,2.33013467,2.325361116,2.554657353,2.426294218,2.659128764,3.084280847,2.704234282,1.961868436,1.93396711,2.707184827,1.950786123,2.881760671,2.305476559,2.755890751,2.943186461,3.915885187,3.781867297,2.857119653,2.82490361,2.889339158,2.588770142,2.846947835,2.474779679
700091,Brandon Daniel,3.667255913714286,Black,96,18.505424139682532,145457,34.12184790024499,-109.99765122313327,3.629658065,3.745622464,3.66079896,3.962787428,3.947708195,3.691639083,3.63886509,4.137958092,4.322525081,3.883061479,3.804565359,3.593237274,2.961901102,2.741407319,3.124465102,3.316405368,3.3072085,3.465322038,3.1716452,3.882004061,4.657499205,4.134296403,3.625764196,3.360382113,3.994250015,4.271825805,3.565558995,3.084803592
700092,Connor Clark,3.3734559357142855,South Asian,55,25.034312539682546,345762,33.805788309082125,-109.96601932657529,3.057470633,2.85287717,3.741106865,3.746446084,2.181157442,2.761428591,3.020503552,3.128078374,3.946031782,4.114021943,4.102789882,3.357099393,4.059645246,3.973600829,3.963880383,3.558006259,3.064793908,2.978149217,2.799767128,2.871230637,3.112716568,3.391979999,3.192870199,3.815036153,3.874586041,3.406962997,3.037250652,3.347278273
700093,David Garcia,2.515996111678571,South Asian,23,44.08897529603175,202466,35.88948992972906,-112.20793280803628,2.478393406,2.066027859,2.536426365,2.243338745,2.146227455,1.975186544,2.041197617,2.412229286,3.110831178,2.676952424,2.895476691,2.680167821,1.536699256,2.067086233,2.284487001,2.484373882,2.506824931,1.865040554,2.592620479,2.402330489,2.228605527,2.551078622,2.653833572,3.322327376,2.704852922,3.215340726,3.865330399,2.904603767
700094,Angela Taylor,2.8664788551428573,Hispanic,92,36.30046988571428,51703,33.82149178482562,-110.88967143004308,2.781964783,2.87317039,3.401899704,3.317491812,3.011290913,3.122097347,3.185536079,2.848160496,2.658625347,2.23229746,3.191106754,2.797534884,2.885701251,1.880121916,3.091097225,3.11318928,2.545550441,2.980184037,2.699596444,2.721393941,3.205619019,3.421473205,2.9561615,2.755207808,2.146588049,2.553198357,2.973304117,2.911845385
700095,Andre Neal,2.53402882775,White,47,43.68824827222223,357379,34.93299379725817,-110.27253661389314,2.196497273,1.867146899,2.244782254,2.023372734,2.689128939,2.687715222,2.556662511,3.182234436,3.191184939,2.639740229,3.030517841,2.458290004,2.305317924,2.748260824,2.733279019,2.396880218,2.056321837,1.892432738,2.157294794,2.758257074,2.503908777,2.555791884,2.970424349,2.357704014,3.225119766,2.999429741,2.100156397,2.42495454
700096,William Cochran,2.877082415071428,Hispanic,74,36.064835220634926,430216,34.220112995138024,-110.40922873086835,3.054302509,3.20972272,3.108818753,3.200885588,2.953646079,3.019416456,3.27263006,3.497205338,3.601860832,3.181782294,4.129131207,3.732131334,3.162537157,3.123300702,3.283678674,2.721699169,2.408826777,2.6761141,2.058173484,2.235516398,2.188758764,2.535851092,2.562999189,1.852126442,2.540907327,1.879625681,2.698168479,2.668491017
700097,Mrs. Rebecca Rich,2.9412040958214285,East Asian,97,34.63990898174603,11147,35.73339248100204,-109.95061914099165,2.808343675,2.725188669,3.357245889,3.201031083,2.978354904,2.075145461,2.9167419,3.012793683,2.91903017,3.124922722,2.866833469,3.015248876,2.401976343,2.569586802,3.222657507,3.805694767,3.415929948,3.051060128,3.611496346,3.546268426,3.003987988,3.227401378,3.258788943,3.016651736,2.2852728,2.414216568,2.549299013,1.972545489
700098,Susan Sherman,3.5552266335714284,South Asian,25,20.994963698412704,27877,34.325213224864676,-110.27158772800111,3.325356509,3.558654197,2.964884156,2.980648366,3.014845806,3.371067882,3.009413997,3.341874152,3.388257997,3.73766487,3.169901141,3.696160481,3.743196701,3.502307205,4.300524123,3.423119098,3.923855559,4.358055077,4.671107765,3.712095007,3.685164949,3.213309399,3.502433042,4.073615493,3.321652786,3.411901034,3.766517816,3.378761132
700099,Alexander Matthews,2.5988789040357143,Hispanic,90,42.24713546587302,255382,34.29697412202294,-111.82916760946753,3.159897378,2.436654949,2.921662644,2.524294344,2.523505921,2.58799091,2.351900712,2.4929746,2.543542822,1.669627727,2.382210347,1.933070307,2.560076214,2.037444406,1.819441369,2.186393765,2.411956281,1.720690712,2.211956777,2.450708465,3.23363518,3.195458114,3.868554153,3.428482434,2.469097882,3.458342308,3.22578111,2.963257482
